"term","estimate","std.error","statistic","p.value"
"(Intercept)",0.155099446502081,0.0217751702993134,7.12276617680327,1.05782195196753e-12
"site_typeNatural",0.0759157922625223,0.0409905117660139,1.85203328750498,0.0640210430644226
"site_typeSemi-natural remnant",0.20014590462714,0.0344886258368127,5.80324381650217,6.50441015468361e-09
